frequency,L1,H1,H1_smoothed
90.75,5.20843258317651e-24,6.975526733812735e-24,8.228231096342614e-24
91.0,6.101188795130274e-24,7.609735021126534e-24,8.219094050835647e-24
91.25,6.25127223428327e-24,7.692201384615196e-24,8.210089687974643e-24
91.5,7.159230905849824e-24,7.936076060928415e-24,8.201216162299285e-24
91.75,8.972989162618924e-24,7.71519227636687e-24,8.192471657382386e-24
92.0,8.584948606257762e-24,7.699596176355093e-24,8.183854385337052e-24
92.25,6.597862096418969e-24,1.0660675595425666e-23,8.175362586332708e-24
92.5,7.253543156180962e-24,9.694511528938866e-24,8.166994528119832e-24
92.75,9.63152668023975e-24,9.103651115431178e-24,8.158748505563261e-24
93.0,8.253527961645816e-24,7.678190660431036e-24,8.150622840183847e-24
93.25,6.009855966638164e-24,9.791096831573088e-24,8.142615879708359e-24
93.5,7.048993892082015e-24,8.708358053284541e-24,8.13472599762743e-24
93.75,8.294893545685438e-24,9.405283409794696e-24,8.126951592761449e-24
94.0,9.86902221730641e-24,1.0171296868142521e-23,8.119291088834161e-24
94.25,9.956681350199618e-24,8.624717521920261e-24,8.111742934053945e-24
94.5,1.0318558594756886e-23,7.432158449842044e-24,8.104305600702501e-24
94.75,9.548919106051795e-24,1.1140227446991658e-23,8.096977584730916e-24
95.0,9.181244769044277e-24,1.0334647963635793e-23,8.089757405362891e-24
95.25,9.835517205752107e-24,9.614427283011195e-24,8.082643604705032e-24
95.5,6.187908636758126e-24,8.155095136128484e-24,8.07563474736407e-24
95.75,7.645767476494447e-24,9.819894620516314e-24,8.068729420070862e-24
96.0,6.2198510537066625e-24,8.162269636308978e-24,8.061926231311068e-24
96.25,5.6981635302243506e-24,9.934971527870705e-24,8.055223810962373e-24
96.5,6.532447106647139e-24,8.452694047040598e-24,8.04862080993811e-24
96.75,5.290852826705636e-24,6.693116369843494e-24,8.042115899837198e-24
97.0,5.518140052587329e-24,7.16881226267027e-24,8.03570777260026e-24
97.25,7.402997804618831e-24,9.886084275210001e-24,8.029395140171803e-24
97.5,8.056449168282313e-24,8.898490641240336e-24,8.023176734168358e-24
97.75,5.7812401149271334e-24,8.397676799191351e-24,8.017051305552457e-24
98.0,6.2741216036336756e-24,7.952106511302987e-24,8.011017624312353e-24
98.25,7.304661682469822e-24,6.584188415555159e-24,8.005074479147366e-24
98.5,8.291387694829556e-24,8.071578092175651e-24,7.999220677158757e-24
98.75,8.2224063334276e-24,1.1382591231528406e-23,7.993455043546017e-24
99.0,7.844119010945243e-24,1.1080908379781282e-23,7.987776421308496e-24
99.25,6.376139109359134e-24,8.69683831321297e-24,7.98218367095224e-24
99.5,7.411279226574998e-24,7.451773293167701e-24,7.976675670201973e-24
99.75,9.086314869006017e-24,7.103231203871508e-24,7.971251313718098e-24
100.0,9.573400104246078e-24,8.98326830753241e-24,7.96590951281866e-24
100.25,6.910288296419437e-24,1.0750806473006344e-23,7.960649195206142e-24
100.5,6.755568942635385e-24,1.2101010334933291e-23,7.955469304699043e-24
100.75,7.377594382854327e-24,9.632494379101975e-24,7.950368800968112e-24
101.0,5.354643864348061e-24,7.648233731244351e-24,7.945346659277195e-24
101.25,5.205173507818933e-24,9.813862989727198e-24,7.940401870228568e-24
101.5,7.229500607920739e-24,1.0290339897155833e-23,7.935533439512712e-24
101.75,8.713067666581318e-24,8.787560659389933e-24,7.930740387662422e-24
102.0,8.924144936967873e-24,8.549634302316632e-24,7.926021749811181e-24
102.25,7.462787127547548e-24,7.847702032148158e-24,7.921376575455731e-24
102.5,6.322727343355336e-24,7.325858611090394e-24,7.916803928222742e-24
102.75,7.15878993306107e-24,6.907395551394946e-24,7.912302885639526e-24
103.0,6.363026337863147e-24,7.886951330892907e-24,7.90787253890872e-24
103.25,5.153444046705502e-24,9.667361872118209e-24,7.903511992686844e-24
103.5,5.973745138694373e-24,9.514633146383877e-24,7.899220364866695e-24
103.75,7.069346491916666e-24,7.533522310916088e-24,7.894996786363485e-24
104.0,6.325902314235101e-24,9.839324847406382e-24,7.890840400904673e-24
104.25,6.982073343051396e-24,1.0703207642000182e-23,7.886750364823396e-24
104.5,6.692932354959646e-24,9.009466666615863e-24,7.882725846855479e-24
104.75,6.300547683917238e-24,8.617284920572703e-24,7.8787660279399e-24
105.0,6.826623801119888e-24,1.079502520036514e-23,7.87487010102272e-24
105.25,8.658561490856205e-24,1.6524413112807674e-23,7.871037270864334e-24
105.5,7.588887227799917e-24,1.436781185356598e-23,7.867266753850064e-24
105.75,9.132571533092207e-24,8.212826321560314e-24,7.863557777803967e-24
106.0,6.315412082228651e-24,7.363280872228825e-24,7.859909581805843e-24
106.25,7.070137927805748e-24,9.22289891817042e-24,7.856321416011372e-24
106.5,7.38777841134543e-24,9.543494403866227e-24,7.85279254147531e-24
106.75,7.263123703123073e-24,1.0577262525819447e-23,7.849322229977723e-24
107.0,7.148347253726879e-24,9.410595305939425e-24,7.845909763853161e-24
107.25,6.3867142926450695e-24,7.520276368435287e-24,7.842554435822756e-24
107.5,5.811902928805994e-24,7.43609486317873e-24,7.83925554882918e-24
107.75,5.144855448942196e-24,7.225305263037421e-24,7.836012415874401e-24
108.0,6.534682061408701e-24,1.0813192790407708e-23,7.832824359860197e-24
108.25,7.183557419136113e-24,8.353125959908515e-24,7.82969071343138e-24
108.5,6.505988579615545e-24,7.722202029841213e-24,7.826610818821684e-24
108.75,6.960115340029488e-24,9.917908299020145e-24,7.823584027702254e-24
109.0,7.262678536670753e-24,8.345425937565677e-24,7.820609701032706e-24
109.25,7.259646700837698e-24,6.832493087355149e-24,7.817687208914708e-24
109.5,5.885286701880381e-24,9.62324881750969e-24,7.814815930448032e-24
109.75,5.976282114640511e-24,9.38434341459547e-24,7.811995253589042e-24
110.0,6.3278590919380066e-24,1.1183636706417102e-23,7.809224575011557e-24
110.25,5.861497805405951e-24,9.733895428804181e-24,7.806503299970078e-24
110.5,6.364018989706519e-24,8.039168199793528e-24,7.803830842165302e-24
110.75,5.554087225122758e-24,8.687783428896748e-24,7.801206623611906e-24
111.0,7.978306012003252e-24,6.051377415645761e-24,7.798630074508554e-24
111.25,8.798493253910112e-24,6.3360609765167305e-24,7.796100633110085e-24
111.5,7.500124220563221e-24,7.625485293094115e-24,7.793617745601844e-24
111.75,5.6961754337790375e-24,6.6092929146248984e-24,7.791180865976124e-24
112.0,5.4643841450141416e-24,8.040264671215791e-24,7.788789455910675e-24
112.25,7.970090126424124e-24,8.788071551041735e-24,7.786442984649245e-24
112.5,8.025833844708626e-24,6.530732804024532e-24,7.784140928884117e-24
112.75,5.3414972140098585e-24,7.445674472258098e-24,7.781882772640619e-24
113.0,6.6121808837267115e-24,7.107894711747603e-24,7.779668007163535e-24
113.25,5.402941365409519e-24,8.481905649722166e-24,7.777496130805442e-24
113.5,5.799683198924663e-24,1.0489190017442448e-23,7.775366648916884e-24
113.75,6.707035334566785e-24,8.374679041763932e-24,7.773279073738383e-24
114.0,5.979799623307035e-24,7.174241120058766e-24,7.771232924294237e-24
114.25,4.2961203290115026e-24,9.636310258373835e-24,7.769227726288092e-24
114.5,5.1699614463850256e-24,9.8882962642049e-24,7.767263012000242e-24
114.75,7.062306626653756e-24,1.129421470468049e-23,7.765338320186626e-24
115.0,7.052748329818354e-24,8.810827621575154e-24,7.76345319597951e-24
115.25,5.963846899428453e-24,8.842544186655344e-24,7.761607190789794e-24
115.5,6.703518289496614e-24,6.624850299669468e-24,7.759799862210954e-24
115.75,6.730208709555732e-24,8.205984408569479e-24,7.758030773924555e-24
116.0,6.391873675383758e-24,6.374632960640392e-24,7.756299495607324e-24
116.25,6.5732986733779276e-24,6.088945982671833e-24,7.754605602839769e-24
116.5,6.222715696597588e-24,7.2348954983257e-24,7.75294867701628e-24
116.75,7.928470473880137e-24,7.9809148333196e-24,7.75132830525672e-24
117.0,7.44727312232108e-24,8.58549708434775e-24,7.74974408031948e-24
117.25,6.2807777904722586e-24,8.388723476371047e-24,7.748195600515929e-24
117.5,8.451564813106393e-24,5.3792973343391226e-24,7.746682469626308e-24
117.75,9.07977245578917e-24,6.76391112403757e-24,7.745204296816966e-24
118.0,6.4252782368062966e-24,7.053268205940725e-24,7.743760696558972e-24
118.25,5.6746746773694264e-24,9.40246599452018e-24,7.742351288548042e-24
118.5,6.648965351099537e-24,8.164086332672989e-24,7.740975697625797e-24
118.75,9.144068672556633e-24,7.966604997316342e-24,7.739633553702271e-24
119.0,1.2050648612009819e-23,1.0450073233016933e-23,7.738324491679717e-24
119.25,9.435406248077297e-24,1.0520123676854523e-23,7.737048151377633e-24
119.5,6.851580771109937e-24,7.769585749625212e-24,7.735804177459009e-24
119.75,6.409675095890455e-24,1.8427877735471078e-23,7.734592219357776e-24
120.0,8.30631760959244e-24,3.5299793879838763e-23,7.733411931207439e-24
120.25,7.658829282828163e-24,1.69801030824484e-23,7.732262971770852e-24
120.5,9.615827661048519e-24,6.192735354567771e-24,7.73114500437114e-24
120.75,6.206226446953252e-24,7.951778469093921e-24,7.730057696823742e-24
121.0,7.944293627806718e-24,5.8568733719161546e-24,7.72900072136954e-24
121.25,7.111345295069908e-24,7.146421842557383e-24,7.727973754609083e-24
121.5,6.566124655422568e-24,9.935537594127212e-24,7.726976477437857e-24
121.75,8.07812031083943e-24,9.139933834171924e-24,7.72600857498261e-24
122.0,6.7279499750355e-24,8.516905643969808e-24,7.725069736538693e-24
122.25,6.476135568727332e-24,1.0033381024495837e-23,7.724159655508413e-24
122.5,9.027791261697278e-24,9.524108640040696e-24,7.723278029340381e-24
122.75,7.287507735815341e-24,9.766429032194752e-24,7.722424559469813e-24
123.0,6.587885499279986e-24,6.337071883197068e-24,7.721598951259816e-24
123.25,7.668526463061182e-24,8.064526542799862e-24,7.720800913943594e-24
123.5,7.072539044228254e-24,8.947136409244721e-24,7.720030160567585e-24
123.75,6.1382700888662894e-24,8.705569697504638e-24,7.719286407935499e-24
124.0,6.981408038252139e-24,8.084442641245379e-24,7.718569376553268e-24
124.25,7.22701250929872e-24,6.772333151500045e-24,7.717878790574846e-24
124.5,8.836538974905709e-24,9.16342280733804e-24,7.717214377748899e-24
124.75,8.444647549220906e-24,9.573501172809147e-24,7.716575869366318e-24
125.0,6.476787949254373e-24,7.9332634646524e-24,7.715963000208591e-24
125.25,7.266451278342719e-24,6.541922448323254e-24,7.715375508496973e-24
125.5,8.026926782821288e-24,7.481376249948262e-24,7.71481313584247e-24
125.75,7.116715538902971e-24,6.718650324502341e-24,7.714275627196622e-24
126.0,6.833633004007913e-24,6.331600458590665e-24,7.713762730803045e-24
126.25,6.466803361554309e-24,4.712248587109573e-24,7.713274198149767e-24
126.5,6.760312090001393e-24,6.1722373138251036e-24,7.712809783922289e-24
126.75,4.828706103385901e-24,7.59752673562983e-24,7.712369245957397e-24
127.0,4.858196579105701e-24,6.711619291728501e-24,7.71195234519771e-24
127.25,3.998538309671291e-24,6.5893414704130385e-24,7.711558845646922e-24
127.5,6.630546374268365e-24,7.554804704010376e-24,7.711188514325774e-24
127.75,5.975874863616799e-24,7.708785761393328e-24,7.710841121228688e-24
128.0,6.911850060753521e-24,7.1005419378511e-24,7.710516439281105e-24
128.25,7.393774895755025e-24,8.110579610567082e-24,7.710214244297476e-24
128.5,5.091104342684553e-24,7.20002410827512e-24,7.709934314939915e-24
128.75,6.808362888975588e-24,7.413294711922699e-24,7.709676432677504e-24
129.0,5.9831393039253675e-24,6.534552061863544e-24,7.70944038174622e-24
129.25,6.663911400463005e-24,7.10990289762764e-24,7.709225949109491e-24
129.5,4.714024689288298e-24,5.515462576912804e-24,7.709032924419381e-24
129.75,4.803123715983435e-24,5.5284264042319526e-24,7.708861099978352e-24
130.0,6.19387697889456e-24,8.60139744250756e-24,7.708710270701645e-24
130.25,5.584164710158973e-24,6.725279634766184e-24,7.708580234080225e-24
130.5,7.269333874598569e-24,6.270429428760749e-24,7.708470790144313e-24
130.75,9.125428565411366e-24,7.89368757784429e-24,7.708381741427479e-24
131.0,6.3792661605787645e-24,6.876612802853999e-24,7.708312892931287e-24
131.25,5.09549079123226e-24,5.773402802752667e-24,7.708264052090493e-24
131.5,7.627198236944216e-24,7.636366229740302e-24,7.708235028738765e-24
131.75,7.745821394725026e-24,8.200935267776407e-24,7.708225635074951e-24
132.0,9.361807011456003e-24,6.978326221180528e-24,7.708235685629857e-24
132.25,9.437612192559731e-24,6.858769696163682e-24,7.708264997233525e-24
132.5,7.025183467631769e-24,9.571965343363006e-24,7.708313388983033e-24
132.75,5.08157664037984e-24,7.518213886810227e-24,7.708380682210772e-24
133.0,3.2023816765997526e-24,7.668098471189053e-24,7.708466700453225e-24
133.25,5.817674597780142e-24,7.701420854928962e-24,7.708571269420205e-24
133.5,8.451647327658161e-24,8.203980577334963e-24,7.708694216964577e-24
133.75,7.930544062635648e-24,5.988475518847368e-24,7.708835373052436e-24
134.0,8.803015713466243e-24,7.43591015073077e-24,7.70899456973375e-24
134.25,7.411675010216253e-24,9.526273350982137e-24,7.709171641113423e-24
134.5,5.5858578581672306e-24,1.0243660745065489e-23,7.709366423322837e-24
134.75,7.204100603830866e-24,8.237854434004666e-24,7.70957875449179e-24
135.0,6.083869857562238e-24,7.449002454535646e-24,7.709808474720883e-24
135.25,7.294959084187939e-24,7.281657096804129e-24,7.710055426054321e-24
135.5,7.922881711846989e-24,6.227448809414559e-24,7.71031945245311e-24
135.75,6.98262825538123e-24,4.859821144898859e-24,7.710600399768687e-24
136.0,6.099012903951325e-24,7.309912166332515e-24,7.710898115716919e-24
136.25,5.094206143966255e-24,8.744737803498099e-24,7.71121244985252e-24
136.5,7.555894206342998e-24,7.729933421635559e-24,7.711543253543831e-24
136.75,7.7911519701496e-24,7.903617398692534e-24,7.711890379948e-24
137.0,7.048284675011874e-24,6.732652741088753e-24,7.712253683986517e-24
137.25,6.942547289133094e-24,8.926752775638074e-24,7.712633022321123e-24
137.5,5.211613160413326e-24,9.266109735380756e-24,7.71302825333009e-24
137.75,7.45262687865903e-24,9.871013859997007e-24,7.713439237084841e-24
138.0,7.361740629899893e-24,1.1128186139871074e-23,7.713865835326923e-24
138.25,6.933353047296391e-24,1.0046866123874641e-23,7.714307911445335e-24
138.5,7.32823391123743e-24,6.620779717086816e-24,7.71476533045418e-24
138.75,7.006328078412303e-24,7.368253117942868e-24,7.715237958970656e-24
139.0,6.91580483646701e-24,9.648261746334046e-24,7.71572566519338e-24
139.25,8.643533496372526e-24,7.36375208795557e-24,7.716228318881022e-24
139.5,6.903516710140193e-24,6.951312707383523e-24,7.716745791331267e-24
139.75,5.454330904530479e-24,7.552171697002501e-24,7.717277955360089e-24
140.0,5.3098155743376674e-24,1.0062523713383807e-23,7.717824685281315e-24
140.25,4.380010274610244e-24,7.983697746385928e-24,7.718385856886519e-24
140.5,5.1186057794929684e-24,9.751934112127843e-24,7.718961347425191e-24
140.75,6.53319942970008e-24,8.844704231247642e-24,7.719551035585201e-24
141.0,7.387044929673218e-24,1.060180028128294e-23,7.720154801473568e-24
141.25,4.937847089830152e-24,1.080249813420981e-23,7.720772526597492e-24
141.5,5.1240166098992866e-24,9.850686329049005e-24,7.721404093845671e-24
141.75,5.9576433674840164e-24,7.355852944964208e-24,7.7220493874699e-24
142.0,7.490497377177289e-24,1.0108415907182906e-23,7.72270829306693e-24
142.25,8.76328993854689e-24,8.764867371675162e-24,7.723380697560598e-24
142.5,8.094057667652371e-24,7.231542796073861e-24,7.724066489184218e-24
142.75,7.775225723741954e-24,8.390936027017698e-24,7.724765557463225e-24
143.0,7.941462181310475e-24,6.690652815835629e-24,7.725477793198081e-24
143.25,8.60449842485795e-24,5.248703493211354e-24,7.72620308844742e-24
143.5,7.656601703520864e-24,6.814099931583648e-24,7.726941336511446e-24
143.75,7.596487927072673e-24,7.763600679487892e-24,7.727692431915568e-24
144.0,7.066890425455453e-24,7.607072000961867e-24,7.728456270394277e-24
144.25,4.500076252925856e-24,8.12043123312813e-24,7.72923274887525e-24
144.5,5.8663200642587154e-24,1.0191814428111497e-23,7.730021765463692e-24
144.75,8.794295794124131e-24,8.462635865857795e-24,7.730823219426901e-24
145.0,9.017328545321513e-24,6.80607268263215e-24,7.731637011179053e-24
145.25,6.45569348785537e-24,8.107179955620614e-24,7.732463042266211e-24
145.5,7.188764156725287e-24,7.941461534002255e-24,7.73330121535155e-24
145.75,6.613126221724262e-24,9.455768755804539e-24,7.734151434200794e-24
146.0,8.057465894823504e-24,8.40938791196234e-24,7.73501360366786e-24
146.25,9.444403060546146e-24,6.5181896866095315e-24,7.735887629680703e-24
146.5,6.3885687857014666e-24,6.4275785931781215e-24,7.736773419227392e-24
146.75,4.939203766194107e-24,9.200184957278575e-24,7.737670880342341e-24
147.0,5.4984073257064986e-24,1.1409466889439539e-23,7.738579922092772e-24
147.25,5.361495577192828e-24,9.860895617801733e-24,7.739500454565362e-24
147.5,6.685820322238821e-24,8.572831838001098e-24,7.74043238885307e-24
147.75,7.628130822418243e-24,9.095308566397073e-24,7.741375637042169e-24
148.0,9.532660996970258e-24,7.924542809393391e-24,7.74233011219945e-24
148.25,7.748052728869937e-24,8.088607561451999e-24,7.74329572835961e-24
148.5,6.822360416820325e-24,8.288046033839187e-24,7.744272400512828e-24
148.75,7.442008832786789e-24,8.964443781394317e-24,7.745260044592499e-24
149.0,5.4371498952883876e-24,8.66797158350114e-24,7.746258577463163e-24
149.25,6.710958638657057e-24,8.005235715936456e-24,7.747267916908595e-24
149.5,5.581823133498342e-24,8.377534550473625e-24,7.748287981620051e-24
149.75,6.803706969699266e-24,7.487893640903328e-24,7.749318691184708e-24
150.0,6.867922238773058e-24,8.281016471504906e-24,7.750359966074241e-24
150.25,5.515390149551151e-24,1.106805948950093e-23,7.751411727633572e-24
150.5,5.7327201640098866e-24,1.1845860200117398e-23,7.75247389806978e-24
150.75,7.608543713044381e-24,1.0417429830659697e-23,7.753546400441157e-24
151.0,8.573782907616973e-24,1.1114947385955363e-23,7.754629158646429e-24
151.25,6.988393737482729e-24,9.053515503907795e-24,7.755722097414118e-24
151.5,5.950580911097746e-24,9.351735056392982e-24,7.75682514229206e-24
151.75,5.09061602448604e-24,1.0155519905544706e-23,7.757938219637064e-24
152.0,5.360890731166503e-24,1.1077541218908099e-23,7.759061256604718e-24
152.25,9.268100091372778e-24,1.2657271587379943e-23,7.760194181139341e-24
152.5,8.985111375886573e-24,1.2491504901494057e-23,7.761336921964069e-24
152.75,9.518316728974964e-24,1.0868586649248502e-23,7.762489408571075e-24
153.0,8.62651002715726e-24,9.409836655893751e-24,7.763651571211936e-24
153.25,8.170165710117132e-24,9.300853628568586e-24,7.764823340888132e-24
153.5,6.541426295923098e-24,9.9136507159664e-24,7.766004649341662e-24
153.75,7.388321276724171e-24,5.601152006739849e-24,7.767195429045815e-24
154.0,7.075930331819663e-24,7.134937113811153e-24,7.768395613196035e-24
154.25,8.209323680662242e-24,7.345261366515618e-24,7.769605135700951e-24
154.5,7.716792500236953e-24,5.831037011664915e-24,7.7708239311735e-24
154.75,7.674626569594982e-24,9.329739875846254e-24,7.772051934922181e-24
155.0,8.743679968145653e-24,1.0825052604223092e-23,7.77328908294244e-24
